id,class_id,chinese,pinyin,toneless,english,length,source
927,51,一样,yīyàng,yiyang,the same,2,Homework
928,51,世界,shìjiè,shijie,world,2,Homework
929,51,跳上来,tiào shànglái,tiao shanglai,to jump up (towards speaker),3,Homework
930,51,外面,wàimiàn,waimian,outside,2,Homework
931,51,准能,zhǔn néng,zhun neng,definitely able to,2,Homework
932,51,捞,lāo,lao,to fish out (with a net or hands),1,Homework
933,51,一点也不知道,yīdiǎn yě bù zhīdào,yidian ye bu zhidao,do not know at all,6,Homework
934,51,高抬费手,gāo tái fèi shǒu,gao tai fei shou,to raise your hand,4,Homework
935,51,再,zài,zai,again,1,Homework
936,51,山顶,shāndǐng,shanding,mountaintop,2,Homework
937,51,景色,jǐngsè,jingse,view / scenery,2,Homework
938,51,通常,tōngcháng,tongchang,usually,2,Homework
939,51,更,gèng,geng,even more,1,Homework
940,51,自信,zìxìn,zixin,confidence,2,Homework
941,51,容易,róngyì,rongyi,easy,2,Homework
942,51,观点,guāndiǎn,guandian,point of view / opinion,2,Homework
943,51,提拔,tíbá,tiba,promoted,2,Homework
944,51,错过,cuòguò,cuoguo,to miss (an opportunity),2,Homework
945,51,选择,xuǎnzé,xuanze,to choose,2,Homework
946,51,希望,xīwàng,xiwang,to hope,2,Homework
947,51,生意,shēngyì,shengyi,business,2,Homework
948,51,做生意,zuò shēngyì,zuo shengyi,to do business,3,Homework
949,51,公司,gōngsī,gongsi,(business) company,2,Homework
950,51,在,zài,zai,at,1,Homework
951,51,单位,dānwèi,danwei,unit,2,Homework
952,51,销售,xiāoshòu,xiaoshou,sales,2,Homework
953,51,交到,jiāo dào,jiao dao,communicate / interact,2,Homework
954,51,打交道,dǎjiāodào,dajiaodao,to deal with,3,Homework
955,51,有挑战性,yǒu tiǎozhàn xìng,you tiaozhan xing,having a challenging nature,4,Homework
956,51,改变,gǎibiàn,gaibian,to change,2,Homework
957,51,图书馆,túshū guǎn,tushu guan,library,3,Homework
958,51,被,bèi,bei,(marks passive voice),1,Homework
959,51,骗,piàn,pian,cheated,1,Homework
960,51,开除,kāichú,kai chu,to be fired,2,Homework
961,51,骂,mà,ma,to scold / yell at,1,Homework
962,51,钱包,qiánbāo,qianbao,wallet,2,Homework
963,51,得,dé,de,have to,1,Class
964,51,得到,dédào,dedao,get,2,Class
965,51,取得,qǔdé,qude,obtain,2,Class
966,51,值得,zhídé,zhide,worth,2,Class
967,51,得体,détǐ,deti,behave oneself,2,Class
968,51,得过且过,déguòqiěguò,deguoqieguo,do not think about the future,4,Class
969,51,得意洋洋,déyì yángyáng,deyi yangyang,be too cocky / too proud,4,Class
970,51,记得,jìdé,jide,remember,2,Class
971,51,觉得,juédé,juede,feel,2,Class
972,51,舍不得,shěbudé,shebude,reluctant to part with,3,Class
973,51,必须得,bìxū děi,bixu dei,must,3,Class
974,51,非得,fēiděi,feidei,must,2,Class
975,52,售票,shòupiào,shoupiao,ticket sales,2,Homework
976,52,轻松,qīngsōng,qingsong,easy / easy going,2,Homework
977,52,对我来说,duì wǒ lái shuō,dui wo lai shuo,for me / in my view,4,Homework
978,52,重要,zhòngyào,zhongyao,important,2,Homework
979,52,毕业,bìyè,biye,graduate,2,Homework
980,52,打算,dǎsuàn,dasuan,intend / plans,2,Homework
981,52,情人节,qíngrén jié,qingren jie,Valentines Day,3,Homework
982,52,继续,jìxù,jixu,to continue,2,Homework
983,52,深造,shēnzào,shenzao,advanced studies,2,Homework
984,52,出国,chūguó,chuguo,go abroad,2,Homework
985,52,追求,zhuīqiú,zhuiqiu,to pursue / pursuit,2,Homework
986,52,就行,jiùxíng,jiuxing,that will do / good enough,2,Homework
987,52,了不起,liǎobùqǐ,liaobuqi,remarkable,3,Homework
988,52,结婚,jiéhūn,jiehun,to get married,2,Homework
989,52,暂时,zhànshí,zhanshi,the time being,2,Homework
990,52,孤立,gūlì,guli,isolated,2,Class
991,52,台,tái,tai,tower,1,Class
992,52,阳台,yángtái,yangtai,balcony,2,Class
993,52,台风,táifēng,taifeng,typhoon,2,Class
994,52,台灯,táidēng,taideng,desk lamp,2,Class
995,52,平台,píngtái,pingtai,platform,2,Class
996,52,台湾,táiwān,taiwan,Taiwan,2,Class
997,52,唱对台戏,chàngduìtáixì,changduitaixi,singing opposite roles,4,Class
998,52,治,zhì,zhi,rule,1,Class
999,52,治疗,zhìliáo,zhiliao,treat,2,Class
1000,52,治安,zhìān,zhian,public safety,2,Class
1001,52,治理,zhìlǐ,zhili,governance / control,2,Class
1002,52,政治,zhèngzhì,zhengzhi,politics,2,Class
1003,52,治病救人,zhìbìngjiùrén,zhibingjiuren,treat illnesses and save lives,4,Class
1004,52,葫芦,húlu,hulu,gourd,2,Homework
1005,52,自言自语,zì yán zì yǔ,zi yan zi yu,say to oneself,4,Homework
1006,52,奇怪,qíguài,qiguai,strange,2,Homework
1007,52,一个一个,yīgè yīgè,yige yige,one by one,4,Homework
1008,52,进步,jìnbù,jinbu,progress,2,Homework
1009,52,晚会,wǎnhuì,wanhui,party,2,Homework
1010,52,举止,jǔzhǐ,juzhi,manners,2,Homework
1011,52,获得,huòdé,huode,get,2,Homework
1012,52,等奖,děng jiǎng,deng jiang,prize,2,Homework
1013,52,得力助手,délì zhùshǒu,deli zhushou,right-hand man,4,Homework
1014,52,努力,nǔlì,nuli,high effort,2,Homework
1015,53,职责,zhízé,zhize,duty / responsibility,2,Homework
1016,53,决定,juédìng,jueding,to decide,2,Homework
1017,53,发展才向,fāzhǎn cái xiàng,fazhan cai xiang,development direction,4,Homework
1018,53,领导,lǐngdǎo,lingdao,leader,2,Homework
1019,53,结果,jiéguǒ,jieguo,result,2,Homework
1020,53,生活,shēnghuó,shenghuo,life,2,Homework
1021,53,正在,zhèngzài,zhengzai,doing something right now,2,Homework
1022,53,红色,hóngsè,hongse,red,2,Homework
1023,53,橙色,chéngsè,chengse,orange,2,Homework
1024,53,黄色,huángsè,huangse,yellow,2,Homework
1025,53,绿色,lǜsè,luse,green,2,Homework
1026,53,蓝色,lán sè,lan se,blue,2,Homework
1027,53,紫色,zǐsè,zise,purple,2,Homework
1028,53,黑色,hēisè,heise,black,2,Homework
1029,53,白色,báisè,baise,white,2,Homework
1030,53,颜色,yánsè,yanse,color,2,Homework
1031,53,适合,shìhé,shihe,suitable,2,Homework
1032,53,裙子,qúnzi,qunzi,skirt,2,Homework
1033,53,珍珠,zhēnzhū,zhenzhu,pearl,2,Homework
1034,53,奶茶,nǎichá,naicha,milk tea,2,Homework
1035,53,春天,chūntiān,chuntian,spring,2,Homework
1036,53,凉快,liángkuai,liangkuai,cool,2,Homework
1037,53,暖和,nuǎnhuo,nuanhuo,warm,2,Homework
1038,53,干净,gānjìng,ganjing,clean,2,Homework
1039,53,脏,zāng,zang,dirty,1,Homework
1040,53,而且,érqiě,erqie,furthermore,2,Homework
1041,53,海边,hǎibiān,haibian,seaside / beach,2,Homework
1042,53,重口味,zhòng kǒuwèi,zhong kouwei,hardcore,3,Homework
1043,53,冰激凌,bīngjīlíng,bingjiling,ice cream,3,Homework
1044,53,尽情地,jìnqíng de,jinqing de,to your hearts content,3,Homework
